regional_unit,school_district,prefecture,municipal_unit,district,municipality,school_type,school_subtype,school_code,school_name,phone_number,fax_number,email,area,street_address,zip_code,lat,lng,Ανθούπολη,Περιστέρι,Άγιος Αντώνιος,Σεπόλια,Αττική,Σταθμός Λαρίσης,Μεταξουργείο,Ομόνοια,Πανεπιστήμιο,Σύνταγμα,Ακρόπολη,Συγγρού–Φίξ,Νέος Κόσμος,Άγιος Ιωάννης,Δάφνη,Άγιος ΔημήτριοςΑλέξανδρος Παναγούλης,ΗλιούποληΓρηγόρης Λαμπράκης,Άλιμος,Αργυρούπολη,Ελληνικό,min_dist
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ου ΔΗΜ. ΔΙΑΜΕΡ. ΑΘΗΝΑΙΩΝ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051389,95ο  ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΩΝ,2103829774.0,,mail@95nip-athin.att.sch.gr,ΑΘΗΝΩΝ,ΚΩΛΕΤΤΗ 34,10682,37.985862,23.732955,5.628241112688382,4.942714967137079,4.23993232688308,2.750072629656854,1.7993088461531066,1.4507802455241308,1.3593429209108112,0.5828536970694754,0.573742068565576,1.1644997147099745,1.7958657491871628,2.320277205504442,2.921217319268246,3.0179505528748005,3.772141667864458,4.737869522358649,5.916072865967753,7.011366008810248,8.605223224677509,9.623997936536494,0.573742068565576
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,4ου ΔΗΜ. ΔΙΑΜΕΡ. ΑΘΗΝΑΙΩΝ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051557,115ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΩΝ,2105142890.0,,mail@115nip-athin.att.sch.gr,ΑΘΗΝΩΝ,ΖΗΝΟΔΩΡΟΥ ΚΑΙ ΙΦΙΓΕΝΕΙΑΣ 23,10442,37.998194,23.706382,2.564911575852231,1.891103100143294,1.112063362642883,0.9150485447114448,1.771674357913373,1.7534311487848828,1.9685934398209977,2.793353414258501,3.469132816600392,4.01505523350602,3.945327925236889,4.111579262082937,4.79588909356717,5.290218859705165,6.056712804533948,7.030680871608794,8.211625886954554,9.165836676924949,10.670954715365754,11.65963852199537,0.9150485447114448
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΑΙΣΑΡΙΑΝΗΣ,ΚΑΙΣΑΡΙΑΝΗΣ,ΚΑΙΣΑΡΙΑΝΗΣ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051194,5ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΙΣΑΡΙΑΝΗΣ,2107660486.0,,mail@5nip-kaisar.att.sch.gr,ΚΑΙΣΑΡΙΑΝΗΣ,ΗΡΩΣ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ 9,16121,37.965563,23.758733,9.153579149871495,8.467408253953977,7.753181395656642,6.274628004900014,5.2933584745390965,4.962105218847002,4.73384841039404,3.892735534222892,3.220204387435368,2.736077506868176,3.263116340634483,3.5824392616052445,3.4619070469194893,2.836867718568247,2.908673335277804,3.2749880254850883,4.013408167069232,5.098489294252447,6.585505416067888,7.53866574454237,2.736077506868176
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051391,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΩΓΡΑΦΟΥ,2107710104.0,2107710104,mail@12nip-zograf.att.sch.gr,ΖΩΓΡΑΦΟΥ,ΓΑΖΗΣ 26,15771,37.975398,23.764932,9.222359500707457,8.54869671952589,7.891539691037408,6.334972396386231,5.30524669615102,5.135478535008873,5.033144233306958,4.187233537935538,3.572475063252288,3.256443714269141,3.993482618622684,4.415406070037412,4.438607348789707,3.884466015141213,4.069170003960207,4.488632519231726,5.209257671326419,6.276287937955951,7.728253615749841,8.658861037611507,3.256443714269141
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9050979,6ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΩΓΡΑΦΟΥ,2107799417.0,2107799417,mail@6nip-zograf.att.sch.gr,ΖΩΓΡΑΦΟΥ,ΓΑΖΗΣ 26,15771,37.975335,23.764921,9.22423305374416,8.550473103064448,7.892981043660953,6.3367007393569095,5.307109063082701,5.136468422828656,5.033442519983053,4.1873974500957685,3.572160949127833,3.2551096695489354,3.9911847300319634,4.412578777141882,4.43488053711114,3.880198023651895,4.06403206750431,4.482761913714153,5.202935571408752,6.269868600511325,7.721745931155454,8.652330646869917,3.2551096695489354
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9050978,5ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΩΓΡΑΦΟΥ,2107776694.0,2107776694,mail@5nip-zograf.att.sch.gr,ΖΩΓΡΑΦΟΥ,ΚΡΑΤΕΡΟΥ ΚΑΙ  ΑΛΚΑΙΟΥ  42,15771,37.976054,23.759234,8.634301859106923,7.957131302188625,7.288468300302275,5.742719986803353,4.719223937795476,4.52043959912966,4.404366642598743,3.556831857931141,2.938279308990272,2.627934330974982,3.3877301210356605,3.829582896779937,3.902586116528336,3.3924315863286334,3.667234499484109,4.1996039989388665,5.034187137176752,6.136674998785701,7.642852869825373,8.602748586568996,2.627934330974982
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051390,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΩΓΡΑΦΟΥ,2107776694.0,,mail@11nip-zograf.att.sch.gr,ΖΩΓΡΑΦΟΥ,ΚΡΑΤΕΡΟΥ ΚΑΙ  ΑΛΚΑΙΟΥ  42,15771,37.976054,23.759234,8.634301859106923,7.957131302188625,7.288468300302275,5.742719986803353,4.719223937795476,4.52043959912966,4.404366642598743,3.556831857931141,2.938279308990272,2.627934330974982,3.3877301210356605,3.829582896779937,3.902586116528336,3.3924315863286334,3.667234499484109,4.1996039989388665,5.034187137176752,6.136674998785701,7.642852869825373,8.602748586568996,2.627934330974982
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9050719,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΩΓΡΑΦΟΥ,2107703842.0,2107789614,mail@1nip-zograf.att.sch.gr,ΖΩΓΡΑΦΟΥ,ΓΡ. ΚΟΥΣΙΔΗ 87,15772,37.972079,23.780176,10.88757205244436,10.220606416780775,9.581850499279788,8.012348805037094,6.977042319928406,6.844554325192806,6.754279227957036,5.909022383489831,5.292344662013728,4.951919961714175,5.633271143684542,6.008151618318759,5.926934535931642,5.300027437081773,5.297819569886634,5.455537640578881,5.871724897811962,6.79782911778949,8.056902695806146,8.883841484534685,4.951919961714175
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ου ΔΗΜ. ΔΙΑΜΕΡ. ΑΘΗΝΑΙΩΝ,Δημοτικά Σχολεία,Ενιαίου Τύπου Ολοήμερο Δημοτικό Σχολείο,9050523,32ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,2108212069.0,2108212069,mail@32dim-athin.att.sch.gr,ΑΘΗΝΑ,ΑΡΙΣΤΟΤΕΛΟΥΣ 55,10433,37.991155,23.728467,4.916197761737295,4.233117188577256,3.549694010484083,2.028070060200653,1.0662730876965387,0.8110938163374448,0.9685092320329282,0.728578130010227,1.2207017122404185,1.8430989291820836,2.29452358728145,2.7533179268917456,3.415831349204536,3.616186982532547,4.3908236508919165,5.372498149352833,6.562240519923471,7.640173677933481,9.227221828923163,10.245156935668284,0.728578130010227
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΗΛΙΟΥΠΟΛΕΩΣ,ΗΛΙΟΥΠΟΛΕΩΣ,ΗΛΙΟΥΠΟΛΕΩΣ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051205,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,2109762130.0,2109762130,mail@12nip-ilioup.att.sch.gr,ΗΛΙΟΥΠΟΛΗΣ,ΦΑΝΑΡΙΩΤΩΝ 8-10,16343,37.943165,23.764887,11.119443747348138,10.43372982014313,9.677229027157528,8.31589636192442,7.407243301994684,6.952900348248981,6.610854979976923,5.837366518518241,5.173651013165539,4.578520384184776,4.71197909953991,4.772749212734189,4.309411428124927,3.614967314605198,3.1218882449585355,2.7024505901343185,2.645898419693146,3.437841642069514,4.659775887008013,5.509977501676171,2.645898419693146
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051819,18ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΩΓΡΑΦΟΥ,2107703842.0,2107703842,mail@18nip-zograf.att.sch.gr,ΖΩΓΡΑΦΟΥ,ΓΡ. ΚΟΥΣΙΔΗ 87,15772,37.972079,23.780176,10.88757205244436,10.220606416780775,9.581850499279788,8.012348805037094,6.977042319928406,6.844554325192806,6.754279227957036,5.909022383489831,5.292344662013728,4.951919961714175,5.633271143684542,6.008151618318759,5.926934535931642,5.300027437081773,5.297819569886634,5.455537640578881,5.871724897811962,6.79782911778949,8.056902695806146,8.883841484534685,4.951919961714175
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΒΥΡΩΝΟΣ,ΒΥΡΩΝΟΣ,ΒΥΡΩΝΟΣ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051768,13ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΥΡΩΝΑ,2107644445.0,2107644445,mail@13nip-vyron.att.sch.gr,ΒΥΡΩΝΑ,Μίνωος 1,16233,37.957151,23.767753,10.464468920652113,9.777773330687316,9.057865197219623,7.5891011147441265,6.609905683321893,6.269665679094946,6.022052357059528,5.188770207873838,4.5128993346583055,3.995789922182831,4.406181488193762,4.63569110633777,4.366026988859836,3.6756056642706927,3.475720690786296,3.466676786640499,3.8203047841487656,4.76291904043455,6.083269868289429,6.957960467556494,3.466676786640499
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ου ΔΗΜ. ΔΙΑΜΕΡ. ΑΘΗΝΑΙΩΝ,Δημοτικά Σχολεία,Ενιαίου Τύπου Ολοήμερο Δημοτικό Σχολείο,9050527,36ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,2108822088.0,2108822088,mail@36dim-athin.att.sch.gr,ΑΘΗΝΑ,ΙΟΥΣΤΙΝΙΑΝΟΥ 30-34,11473,37.989645,23.73882,5.986486767635683,5.312467500690771,4.663894203470494,3.09910988491704,2.069435717367276,1.968003259847633,2.027069430748477,1.3310940489680951,1.1567816779626925,1.5576626634044188,2.378577625123549,2.9319353864018662,3.4622602187931224,3.430619979810744,4.131400752328963,5.050327202383248,6.191002312226847,7.311254279846733,8.908233451794924,9.924088136540096,1.1567816779626925
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,ΥΜΗΤΤΟΥ,ΥΜΗΤΤΟΥ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051442,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΥΜΗΤΤΟΥ,2109739100.0,2109739100,mail@4nip-ymitt.att.sch.gr,ΥΜΗΤΤΟΣ,ΥΨΗΛΑΝΤΟΥ 27,17236,37.947437,23.744087,9.21294876126801,8.54113787874481,7.76009505142122,6.570289039234875,5.803717605911257,5.215396832541575,4.773578467023717,4.135985625033065,3.5628629066227058,2.9452416378071566,2.7076278361744786,2.6018944356314044,2.0319955315076954,1.3889471105053453,0.7778772897642264,0.8350311816631535,1.854481420634416,2.984849802200814,4.576574367530713,5.588499271531802,0.7778772897642264
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΗΛΙΟΥΠΟΛΕΩΣ,ΗΛΙΟΥΠΟΛΕΩΣ,ΗΛΙΟΥΠΟΛΕΩΣ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051444,18ο ΝΗΠΙΑΓΩΓΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,2109735800.0,2109735800,mail@18nip-ilioup.att.sch.gr,ΗΛΙΟΥΠΟΛΗΣ,ΚΙΘΑΙΡΩΝΟΣ 35,16344,37.94546,23.76325,10.827734206358688,10.141791400167133,9.386457279869358,8.021262051857152,7.111404878644251,6.658799733182236,6.31954507925021,5.543506488142895,4.879012967426388,4.285219137295548,4.432678193036807,4.507309451873923,4.061947812924914,3.3631735800942337,2.904769513888517,2.561464097060598,2.634689136267685,3.501830221963353,4.791718048796707,5.6689833563826735,2.561464097060598
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΑΙΣΑΡΙΑΝΗΣ,ΚΑΙΣΑΡΙΑΝΗΣ,ΚΑΙΣΑΡΙΑΝΗΣ,Δημοτικά Σχολεία,Ενιαίου Τύπου Ολοήμερο Δημοτικό Σχολείο,9050125,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΙΣΑΡΙΑΝΗΣ,2107238044.0,2107238044,2dimkais@sch.gr,"Καισαριανή,",Ειρήνης 19,16122,37.964412,23.770146,10.276037581347383,9.5940136107471,8.902878151732173,7.383984375376244,6.373607816074252,6.113793386579286,5.930788106533647,5.0813437241948005,4.420576660302801,3.976650920732842,4.53258401912799,4.843993037213847,4.681717596444432,4.0252012967227975,3.961802287894449,4.097947296026838,4.557891379863598,5.529785882157266,6.867608517571687,7.744093297552939,3.961802287894449
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,Δημοτικά Σχολεία,Ενιαίου Τύπου Ολοήμερο Δημοτικό Σχολείο,9050090,5ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΖΩΓΡΑΦΟΥ,2107770981.0,2107770981,mail@5dim-zograf.att.sch.gr,ΖΩΓΡΑΦΟΥ,ΠΕΡΙΑΝΔΡΟΥ 27,15771,37.976121,23.763864,9.083437420947874,8.409966348029572,7.753718784692272,6.196354714348106,5.166353115330304,4.9995107844726725,4.901262102974999,4.056372979993536,3.4456132664164785,3.140500406817734,3.8907128340734514,4.321289224397656,4.36216243207103,3.820985319533132,4.030695429203738,4.478918184443987,5.226815622564488,6.302759177217236,7.76736969984209,8.70456555471028,3.140500406817734
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΗΛΙΟΥΠΟΛΕΩΣ,ΗΛΙΟΥΠΟΛΕΩΣ,ΗΛΙΟΥΠΟΛΕΩΣ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051026,8ο ΝΗΠΙΑΓΩΓΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,2109923460.0,2109923460,mail@8nip-ilioup.att.sch.gr,ΗΛΙΟΥΠΟΛΗ,ΜΕΣΣΗΝΙΑΣ ΚΑΙ ΔΑΜΑΣΚΗΝΟΥ  1,16342,37.92473,23.760419,12.149813532082709,11.478759863821278,10.697215861902,9.492812987278704,8.687353456363452,8.130332845563421,7.703960657972664,7.0332771971585135,6.422878184318065,5.80017236926581,5.6451457471124415,5.515224589557136,4.888235305753168,4.308346005672912,3.576401320386535,2.69585335728312,1.7995567868414264,1.9316719457619795,2.795867788265619,3.5846076858833134,1.7995567868414264
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΗΛΙΟΥΠΟΛΕΩΣ,ΗΛΙΟΥΠΟΛΕΩΣ,ΗΛΙΟΥΠΟΛΕΩΣ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051204,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,2109936605.0,2109936605,mail@11nip-ilioup.att.sch.gr,ΗΛΙΟΥΠΟΛΗΣ,ΘΕΟΤΟΚΗ 2,16346,37.934083,23.749488,10.650698079539318,9.98501520447972,9.200371922061544,8.047621829534314,7.290667155427774,6.697414542240368,6.246299731287422,5.622480347747627,5.047918343719784,4.428585003045031,4.169367020851378,3.998758092762521,3.3562695370763738,2.804580807412841,2.0497421311088035,1.158368914741158,0.7219579555454039,1.731089585613985,3.241842866746625,4.226156535903548,0.7219579555454039
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9050850,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΩΓΡΑΦΟΥ,2107705434.0,2107705434,mail@3nip-zograf.att.sch.gr,ΖΩΓΡΑΦΟΥ,ΜΑΚΡΥΓΙΑΝΝΗ 46,15772,37.971773,23.774577,10.34214241408882,9.67068734957041,9.018986621576122,7.458221322803229,6.426086568474775,6.265794568965289,6.158814658541098,5.311029356652599,4.68658642953766,4.335009200071463,5.012415282179884,5.389639053700982,5.3199104123110805,4.702320632420825,4.733898433139279,4.951337473870327,5.451621545727951,6.425995309365103,7.752525690971367,8.61707146333232,4.335009200071463
ΠΕΡΙΦΕΡΕΙΑΚΗ Δ/ΝΣΗ Π/ΘΜΙΑΣ ΚΑΙ Δ/ΘΜΙΑΣ ΕΚΠ/ΣΗΣ ΑΤΤΙΚΗΣ,ΔΙΕΥΘΥΝΣΗ Π.Ε. Α΄ ΑΘΗΝΑΣ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΗΛΙΟΥΠΟΛΕΩΣ,ΗΛΙΟΥΠΟΛΕΩΣ,ΗΛΙΟΥΠΟΛΕΩΣ,Νηπιαγωγεία,Ενιαίου Τύπου Ολοήμερο Νηπιαγωγείο,9051497,21ο ΝΗΠΙΑΓΩΓΕΙΟ ΗΛΙΟΥΠΟΛΗΣ,2109921682.0,,mail@21nip-ilioup.att.sch.gr,ΗΛΙΟΥΠΟΛΗΣ,ΔΑΜΑΣΚΗΝΟΥ ΚΑΙ ΜΕΣΣΗΝΙΑΣ 1,16342,37.924713,23.760441,12.152697191985178,11.481633261085936,10.700096595392068,9.49559622693732,8.690050972508347,8.133099343608531,7.706774323118751,7.036011753292322,6.425557527347821,5.802854903173566,5.648003422638836,5.518154494641168,4.891196570707495,4.311260018181173,3.5793567891575355,2.698843348251329,1.8023568383841544,1.9333580262100192,2.7959053717935087,3.584038314553484,1.8023568383841544
